id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
5121,30/09/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,1.35,19752
5126,30/09/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,2.54,16650
6122,30/09/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,2.47,17491
6176,30/09/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,3.16,10325
7247,30/09/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,3.19,10505
7269,30/09/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,3.36,12037
904,30/11/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,3.46,8330
956,30/11/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.7,10730
1983,30/11/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,2.49,15805
2032,30/11/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,1.34,18518
3117,30/11/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,plastic,1.5lt,3.16,8904
3139,30/11/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,3.08,12063
4143,30/11/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,1.77,21516
4228,30/11/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,2.18,14421
5224,30/11/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,2.63,15976
5275,30/11/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,3.59,7389
6303,30/11/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,1.49,23821
6351,30/11/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,2.82,11641
7384,30/11/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.48,17652
7432,30/11/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,1.76,17171
49,31/01/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.46,9720
83,31/01/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.55,12229
1084,31/01/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,2.73,11531
1136,31/01/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,3.06,7273
2163,31/01/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,2.41,13676
2210,31/01/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,plastic,1.5lt,2.55,9820
3242,31/01/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,1.99,16314
3292,31/01/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,1.39,14957
4323,31/01/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,2.8,12134
4371,31/01/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,2.49,10487
5404,31/01/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,2.67,13135
5452,31/01/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,2.95,8830
6554,31/01/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.37,14997
6556,31/01/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,2.63,10370
183,31/03/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.65,14881
231,31/03/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,0.85,19424
1263,31/03/13,Athens,,,671022,shop_1,adult-cola,plastic,1.5lt,3.65,7870
1317,31/03/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,3.11,8058
2343,31/03/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,3.04,12920
2392,31/03/14,Athens,37.96245,,668203,shop_3,adult-cola,plastic,1.5lt,2.94,9254
3424,31/03/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,2.21,19357
3506,31/03/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,3.07,8931
4553,31/03/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,2.92,9960
4576,31/03/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,1.48,24774
5584,31/03/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,2.1,20732
5631,31/03/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,2.45,12424
6710,31/03/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,2.27,13433
6728,31/03/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.28,19807
413,31/05/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.74,13975
436,31/05/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.37,16576
1444,31/05/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,3.77,6814
1496,31/05/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,3.14,11529
2524,31/05/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,2.48,16574
2576,31/05/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,plastic,1.5lt,2.72,15021
3604,31/05/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,1.3,25141
3653,31/05/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,2.86,14456
4683,31/05/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,2.48,17305
4726,31/05/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,0.99,27820
5763,31/05/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,2.91,14759
5810,31/05/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,2.64,16777
6842,31/05/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.17,19973
6918,31/05/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,2.35,19066
543,31/07/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.82,18828
596,31/07/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,1.56,21879
1622,31/07/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,2.65,21291
1702,31/07/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,0.75,27818
2752,31/07/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,plastic,1.5lt,3.22,10931
2776,31/07/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,2.06,27797
3863,31/07/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,2.05,19303
3866,31/07/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,2.93,19605
4864,31/07/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,3.39,15747
4911,31/07/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,4.31,4623
5944,31/07/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,1.18,37424
5989,31/07/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,3.46,10742
7023,31/07/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.44,25940
7102,31/07/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,2.36,18160
679,31/08/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.39,17333
716,31/08/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.75,21446
1712,31/08/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,2.57,24096
1799,31/08/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,1.81,22198
2873,31/08/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,2.52,25323
2878,31/08/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,plastic,1.5lt,3.25,11693
3923,31/08/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,2.5,17717
3951,31/08/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,3.16,19024
4952,31/08/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,1.57,36600
5001,31/08/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,3.27,12520
6076,31/08/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,2.85,15969
6114,31/08/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,2.61,26086
7112,31/08/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.31,29726
7158,31/08/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,1.44,26165
814,31/10/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.22,14973
869,31/10/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.36,13824
1893,31/10/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,2.78,11810
1943,31/10/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,2.88,11028
2973,31/10/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,2.48,14004
3026,31/10/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,plastic,1.5lt,2.6,13045
4054,31/10/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,1.84,18105
4100,31/10/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,2.08,16417
5181,31/10/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,2.22,15869
5202,31/10/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,3.21,10409
6214,31/10/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,2.07,17251
6264,31/10/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,2.85,12605
7294,31/10/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.97,12496
7344,31/10/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,2.54,14615
1070,31/12/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.88,12347
1078,31/12/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.63,10283
2124,31/12/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,2.17,12924
2156,31/12/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,1.98,19180
3153,31/12/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,plastic,1.5lt,2.01,19239
3221,31/12/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,plastic,1.5lt,2.72,10395
4233,31/12/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,plastic,1.5lt,2.21,18222
4284,31/12/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,plastic,1.5lt,2.84,10091
5314,31/12/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,plastic,1.5lt,2.41,17187
5399,31/12/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,plastic,1.5lt,2.66,11243
6394,31/12/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,plastic,1.5lt,3.2,12397
6441,31/12/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,plastic,1.5lt,3.24,8773
7473,31/12/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,plastic,1.5lt,2.9,14736
7521,31/12/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,plastic,1.5lt,1.23,18303
1185,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.73,7977
2326,28/02/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,2.84,7753
3417,28/02/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,2.46,9482
5506,28/02/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.85,8422
6587,28/02/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.94,8277
106,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,1.61,12356
4425,29/02/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.18,10741
287,30/04/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.77,15893
1366,30/04/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,1.8,24667
2448,30/04/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,3.09,14269
3526,30/04/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,2.21,21998
4604,30/04/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,3.22,14284
5684,30/04/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.48,20592
6832,30/04/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,1.94,25076
463,30/06/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,3.11,17879
1545,30/06/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.18,29728
2628,30/06/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,2.36,28117
3708,30/06/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,3.1,20433
4850,30/06/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.77,24782
5863,30/06/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,1.61,37880
6947,30/06/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.33,30667
738,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,3.23,12178
1876,30/09/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,1.85,24832
2968,30/09/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,2.14,22743
3975,30/09/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,3.78,9451
5116,30/09/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.66,19256
6137,30/09/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.44,21444
7211,30/09/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,1.36,30318
917,30/11/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.93,12200
2068,30/11/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,1.91,19960
3074,30/11/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,2.94,13063
4154,30/11/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,2.42,17010
5239,30/11/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.92,14045
6315,30/11/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.34,18250
7469,30/11/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.04,20468
77,31/01/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.61,15126
1099,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,3.31,10362
2177,31/01/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,1.56,23642
3321,31/01/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,0.59,30847
4337,31/01/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.94,14489
5415,31/01/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,3.33,12210
6495,31/01/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,3.24,13263
193,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.73,15019
1277,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.27,19130
2416,31/03/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,3.29,11707
3505,31/03/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,2.39,18991
4515,31/03/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.22,20585
5596,31/03/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.71,17386
6674,31/03/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,1.85,23878
444,31/05/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.68,23151
1456,31/05/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.52,25702
2539,31/05/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,2.22,29840
3612,31/05/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,2.23,30267
4691,31/05/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.93,23025
5775,31/05/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.81,25020
6915,31/05/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.12,32960
556,31/07/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.57,24060
1633,31/07/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.03,30925
2715,31/07/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,3.32,16859
3859,31/07/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,2.51,26599
4877,31/07/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.92,22668
5955,31/07/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,1.31,40499
7037,31/07/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.86,24611
642,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,3.11,19079
1726,31/08/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.86,23204
2804,31/08/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,1.77,37356
3945,31/08/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,1.9,36164
4963,31/08/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,3.29,20322
6044,31/08/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.43,31011
7123,31/08/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.12,35075
827,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,3.2,13376
1906,31/10/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,1.96,25542
3057,31/10/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,2.51,20918
4064,31/10/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,1.73,28357
5146,31/10/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,3.25,15448
6227,31/10/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.25,24566
7369,31/10/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.63,21770
1007,31/12/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.65,18689
2084,31/12/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,1.94,25897
3165,31/12/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,plastic,1.5lt,2.86,17795
4313,31/12/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,plastic,1.5lt,2.53,21380
5326,31/12/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,plastic,1.5lt,2.97,17908
6406,31/12/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,plastic,1.5lt,2.22,24881
7553,31/12/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,plastic,1.5lt,2.36,24141
1245,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,plastic,1.5lt,2.08,12660
2313,28/02/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,plastic,1.5lt,3.81,4727
3393,28/02/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,plastic,1.5lt,2.66,10416
